question,source,sql
where can i eat food_type0 food in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID ;"
where can i eat food_type0 food in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID ;"
how many name0 are there in the region0 ?,restaurants,"SELECT COUNT( * ) FROM GEOGRAPHIC AS GEOGRAPHICalias0 , RESTAURANT AS RESTAURANTalias0 WHERE GEOGRAPHICalias0.REGION = ""region0"" AND RESTAURANTalias0.CITY_NAME = GEOGRAPHICalias0.CITY_NAME AND RESTAURANTalias0.NAME = ""name0"" ;"
how many name0 are there in the region0 ?,restaurants,"SELECT COUNT( * ) FROM GEOGRAPHIC AS GEOGRAPHICalias0 , RESTAURANT AS RESTAURANTalias0 WHERE GEOGRAPHICalias0.REGION = ""region0"" AND RESTAURANTalias0.CITY_NAME = GEOGRAPHICalias0.CITY_NAME AND RESTAURANTalias0.NAME = ""name0"" ;"
how many name0 are there in the region0 ?,restaurants,"SELECT COUNT( * ) FROM GEOGRAPHIC AS GEOGRAPHICalias0 , RESTAURANT AS RESTAURANTalias0 WHERE GEOGRAPHICalias0.REGION = ""region0"" AND RESTAURANTalias0.CITY_NAME = GEOGRAPHICalias0.CITY_NAME AND RESTAURANTalias0.NAME = ""name0"" ;"
give me a good restaurant in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
what are some good restaurants in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
what is a good restaurant in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me some good restaurants in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me a good restaurant in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
what are some good restaurants in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
what is a good restaurant in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me some good restaurants in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me a good restaurant in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
what are some good restaurants in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
what is a good restaurant in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me some good restaurants in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
where is a good restaurant on street_name0 in city_name0 for food_type0 food ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
where are some good food_type0 -s on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
where is a good food_type0 restaurant on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
what are some good places for food_type0 on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me a good food_type0 on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me some restaurants good for food_type0 food on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me a good place on street_name0 in city_name0 for food_type0 food ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
where is a good place on street_name0 in city_name0 for food_type0 food ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
where can i eat food_type0 food on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me some good places on street_name0 in city_name0 for food_type0 food ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
where is a food_type0 restaurant on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me a restaurant on street_name0 in city_name0 that serves good food_type0 food ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me a good restaurant on street_name0 in city_name0 for food_type0 food ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
where is a restaurant on street_name0 in city_name0 that serves good food_type0 food ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me some good restaurants on street_name0 in city_name0 for food_type0 food ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me some good places for food_type0 on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
where can i eat some good food_type0 food on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
where is a good food_type0 on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
where are some restaurants good for food_type0 food on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
where are some good places for food_type0 on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me a good food_type0 restaurant on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me some good food_type0 -s on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
where is a good restaurant on street_name0 in city_name0 for food_type0 food ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
where are some good food_type0 -s on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
where is a good food_type0 restaurant on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
what are some good places for food_type0 on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me a good food_type0 on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me some restaurants good for food_type0 food on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me a good place on street_name0 in city_name0 for food_type0 food ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
where is a good place on street_name0 in city_name0 for food_type0 food ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
where can i eat food_type0 food on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me some good places on street_name0 in city_name0 for food_type0 food ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
where is a food_type0 restaurant on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me a restaurant on street_name0 in city_name0 that serves good food_type0 food ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me a good restaurant on street_name0 in city_name0 for food_type0 food ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
where is a restaurant on street_name0 in city_name0 that serves good food_type0 food ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me some good restaurants on street_name0 in city_name0 for food_type0 food ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
give me some good places for food_type0 on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
where can i eat some good food_type0 food on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
where is a good food_type0 on street_name0 in city_name0 ?,restaurants,"SELECT LOCATIONalias0.HOUSE_NUMBER , RESTAURANTalias0.NAME FROM LOCATION AS LOCATIONalias0 , RESTAURANT AS RESTAURANTalias0 WHERE LOCATIONalias0.CITY_NAME = ""city_name0"" AND LOCATIONalias0.STREET_NAME = ""street_name0"" AND RESTAURANTalias0.FOOD_TYPE = ""food_type0"" AND RESTAURANTalias0.ID = LOCATIONalias0.RESTAURANT_ID AND RESTAURANTalias0.RATING > 2.5 ;"
